task;task.short_description;Urgency;task.business_duration
INC0402493;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;374
INC0402493;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;374
INC0402494;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;373
INC0402494;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:3;Some;373
INC0402495;PRO WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [6.5037930607795715 (15/04/21 14:12:00)] was greater than or equal to the threshold (5.0).;Not immediate;3640
INC0402495;PRO WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [6.5037930607795715 (15/04/21 14:12:00)] was greater than or equal to the threshold (5.0).;Not immediate;3640
INC0402496;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1273
INC0402496;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1273
INC0402496;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1273
INC0402497;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1272
INC0402497;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1272
INC0402497;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;1272
INC0402498;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:15;Some;1023
INC0402498;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:15;Some;1023
INC0402499;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:7;Some;1281
INC0402499;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:7;Some;1281
INC0402500;prodapibnka:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnka WITH VALUE:59.7577;Not immediate;1322
INC0402500;prodapibnka:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnka WITH VALUE:59.7577;Not immediate;1322
INC0402501;prodapibnka:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on prodapibnka WITH VALUE:1.0350;Not immediate;360
INC0402502;prodapibnkb:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnkb WITH VALUE:42.1015;Not immediate;372
INC0402503;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [2.9179151E7 (15/04/21 14:58:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;921
INC0402503;Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [2.9179151E7 (15/04/21 14:58:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;921
INC0402504;prodapibnka:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on prodapibnka WITH VALUE:1.2350;Not immediate;242
INC0402505;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;502
INC0402505;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:12;Some;502
INC0402506;prodapibnkb:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnkb WITH VALUE:43.0753;Not immediate;242
INC0402507;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;110
INC0402507;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:4;Some;110
INC0402508;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;109
INC0402508;DMDB12:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:2;Some;109
INC0402509;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:17;Some;110
INC0402509;DMDB11:mon_BD_ORACLE_blocked[count] TRIGGERED EVENT: Blocked Sessions WITH VALUE:17;Some;110
INC0402510;prodapibnka:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnka WITH VALUE:35.5990;Not immediate;1292
INC0402510;prodapibnka:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnka WITH VALUE:35.5990;Not immediate;1292
INC0402511;prodapibnkb:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on prodapibnkb WITH VALUE:44.0388;Not immediate;240
INC0402512;prodapibnka:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on prodapibnka WITH VALUE:1.0400;Not immediate;108
INC0402513;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [8191315.0 (15/04/21 16:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;1490
INC0402513;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [8191315.0 (15/04/21 16:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;1490
INC0402514;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 16:21:00)] was greater than or equal to the threshold (16.0).;Not immediate;218
INC0402514;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 16:21:00)] was greater than or equal to the threshold (16.0).;Not immediate;218
INC0402515;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 16:21:00)] was greater than or equal to the threshold (20.0).;Not immediate;184
INC0402515;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 16:21:00)] was greater than or equal to the threshold (20.0).;Not immediate;184
INC0402516;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:5.7833;Some;236
INC0402516;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:5.7833;Some;236
INC0402517;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7634312.0 (15/04/21 17:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;115
INC0402517;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7634312.0 (15/04/21 17:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;115
INC0402518;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3369;Some;113
INC0402518;CFPLMYSQL01DRBD1:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:3369;Some;113
INC0402519;AQPLRD03.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509572;Some;4142
INC0402519;AQPLRD03.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509572;Some;4142
INC0402519;AQPLRD03.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509572;Some;4142
INC0402519;AQPLRD03.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509572;Some;4142
INC0402519;AQPLRD03.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509572;Some;4142
INC0402520;AQPLRD04.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509577;Some;3751
INC0402520;AQPLRD04.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509577;Some;3751
INC0402520;AQPLRD04.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509577;Some;3751
INC0402520;AQPLRD04.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509577;Some;3751
INC0402520;AQPLRD04.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509577;Some;3751
INC0402521;AQPLRD02.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509624;Some;4398
INC0402521;AQPLRD02.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509624;Some;4398
INC0402521;AQPLRD02.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509624;Some;4398
INC0402521;AQPLRD02.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509624;Some;4398
INC0402521;AQPLRD02.agbar.ga.local:mon_SO_UNIX_FS_time_PSLecturas_CSGI TRIGGERED EVENT: Sin recepción de datos de AGBAR WITH VALUE:1618509624;Some;4398
INC0402522;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250798;Some;111
INC0402522;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250798;Some;111
INC0402523;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250808;Some;108
INC0402523;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250808;Some;108
INC0402524;IDP TRIGGERED EVENT: URL https://idp.farmaceuticos.com is DOWN.;Some;369
INC0402524;IDP TRIGGERED EVENT: URL https://idp.farmaceuticos.com is DOWN.;Some;369
INC0402524;IDP TRIGGERED EVENT: URL https://idp.farmaceuticos.com is DOWN.;Some;369
INC0402525;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 21:37:00)] was greater than or equal to the threshold (20.0).;Not immediate;48354
INC0402525;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 21:37:00)] was greater than or equal to the threshold (20.0).;Not immediate;48354
INC0402526;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 21:37:00)] was greater than or equal to the threshold (16.0).;Not immediate;48310
INC0402526;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (15/04/21 21:37:00)] was greater than or equal to the threshold (16.0).;Not immediate;48310
INC0402527;BO-DB-SRV-1:mon_BD_ORACLE_AGENT_PING TRIGGERED EVENT: Zabbix agent on BO-DB-SRV-1 is unreachable for 5 minutes WITH VALUE:1;Some;242
INC0402527;BO-DB-SRV-1:mon_BD_ORACLE_AGENT_PING TRIGGERED EVENT: Zabbix agent on BO-DB-SRV-1 is unreachable for 5 minutes WITH VALUE:1;Some;242
INC0402528;CFPLBDCAS01:mon_SO_UNIX_CPU $2 time TRIGGERED EVENT: Disk I/O is overloaded on CFPLBDCAS01 WITH VALUE:27.0640;Not immediate;505
INC0402529;CFPLKBW032:mon_SO_UNIX_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 15% on volume /var WITH VALUE:14.5141;Not immediate;112
INC0402530;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250809;Some;122
INC0402530;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250809;Some;122
INC0402531;ASISTENCIALPREPO-PREP TRIGGERED EVENT: mon_SO_WIN_URL https://asistencialprepro.nodofarma.es is DOWN.;Some;376
INC0402531;ASISTENCIALPREPO-PREP TRIGGERED EVENT: mon_SO_WIN_URL https://asistencialprepro.nodofarma.es is DOWN.;Some;376
INC0402532;RCFPREPRO TRIGGERED EVENT: URL https://rcfprepro.nodofarma.es is DOWN.;Some;114
INC0402532;RCFPREPRO TRIGGERED EVENT: URL https://rcfprepro.nodofarma.es is DOWN.;Some;114
INC0402533;MOODLEPREPO-PREP-MOODLE TRIGGERED EVENT: URL https://moodleprepro.nodofarma.es/moodle/listUsers is DOWN.;Some;374
INC0402533;MOODLEPREPO-PREP-MOODLE TRIGGERED EVENT: URL https://moodleprepro.nodofarma.es/moodle/listUsers is DOWN.;Some;374
INC0402534;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.1432891E7 (16/04/21 05:51:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;18761
INC0402534;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.1432891E7 (16/04/21 05:51:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;18761
INC0402534;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.1432891E7 (16/04/21 05:51:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;18761
INC0402534;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.1432891E7 (16/04/21 05:51:00)] was greater than or equal to the threshold (3.0E7).;Not immediate;18761
INC0402535;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.1432891E7 (16/04/21 05:51:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;18620
INC0402535;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [6.1432891E7 (16/04/21 05:51:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;18620
INC0402536;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250861;Some;107
INC0402536;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250861;Some;107
INC0402537;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [9215232.0 (16/04/21 05:56:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;18444
INC0402537;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [9215232.0 (16/04/21 05:56:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;18444
INC0402538;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.2175933E7 (16/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;18008
INC0402538;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.2175933E7 (16/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;18008
INC0402538;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.2175933E7 (16/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;18008
INC0402538;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.2175933E7 (16/04/21 06:06:00)] was greater than or equal to the threshold (1.0E7).;Not immediate;18008
INC0402539;CFDLKBM02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBM02 WITH VALUE:1.0950;Not immediate;104
INC0402539;CFDLKBM02:mon_SO_UNIX_Processor load (1 min average per core) TRIGGERED EVENT: Processor load is too high on CFDLKBM02 WITH VALUE:1.0950;Not immediate;104
INC0402540;CONTINGENCIA-PRE TRIGGERED EVENT: URL https://contingencia.nodofarma.es is DOWN.;Some;103
INC0402540;CONTINGENCIA-PRE TRIGGERED EVENT: URL https://contingencia.nodofarma.es is DOWN.;Some;103
INC0402540;CONTINGENCIA-PRE TRIGGERED EVENT: URL https://contingencia.nodofarma.es is DOWN.;Some;103
INC0402541;REGISTROFARMA-PREP TRIGGERED EVENT: URL https://registrofarma.nodofarma.es is DOWN.;Some;233
INC0402541;REGISTROFARMA-PREP TRIGGERED EVENT: URL https://registrofarma.nodofarma.es is DOWN.;Some;233
INC0402541;REGISTROFARMA-PREP TRIGGERED EVENT: URL https://registrofarma.nodofarma.es is DOWN.;Some;233
INC0402542;PRO WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 07:03:00)] was greater than or equal to the threshold (16.0).;Not immediate;14438
INC0402542;PRO WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 07:03:00)] was greater than or equal to the threshold (16.0).;Not immediate;14438
INC0402543;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 07:03:00)] was greater than or equal to the threshold (20.0).;Not immediate;14324
INC0402543;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 07:03:00)] was greater than or equal to the threshold (20.0).;Not immediate;14324
INC0402543;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 07:03:00)] was greater than or equal to the threshold (20.0).;Not immediate;14324
INC0402544;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250896;Some;117
INC0402544;CFPLMYSQL_MARIADB:mon_BD_MYSQL_TABLE_Locks_that_required_waiting TRIGGERED EVENT: Mysql: Lock problems in the MYSQL instance WITH VALUE:250896;Some;117
INC0402545;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7366333.0 (16/04/21 08:26:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;9551
INC0402545;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7366333.0 (16/04/21 08:26:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;9551
INC0402546;PRO WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 08:36:00)] was greater than or equal to the threshold (16.0).;Not immediate;8952
INC0402546;PRO WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 08:36:00)] was greater than or equal to the threshold (16.0).;Not immediate;8952
INC0402547;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 08:36:00)] was greater than or equal to the threshold (20.0).;Not immediate;8954
INC0402547;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 08:36:00)] was greater than or equal to the threshold (20.0).;Not immediate;8954
INC0402547;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 08:36:00)] was greater than or equal to the threshold (20.0).;Not immediate;8954
INC0402547;PRO HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 08:36:00)] was greater than or equal to the threshold (20.0).;Not immediate;8954
INC0402548;PRO WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [6.75418496131897 (16/04/21 10:03:00)] was greater than or equal to the threshold (5.0).;Not immediate;3683
INC0402548;PRO WARN Alert Type: Latency. Threshold Crossed: 1 datapoint [6.75418496131897 (16/04/21 10:03:00)] was greater than or equal to the threshold (5.0).;Not immediate;3683
INC0402549;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 10:08:00)] was greater than or equal to the threshold (20.0).;Not immediate;3442
INC0402549;PRE HIGH Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 10:08:00)] was greater than or equal to the threshold (20.0).;Not immediate;3442
INC0402550;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 10:08:00)] was greater than the threshold (16.0).;Not immediate;3378
INC0402550;PRE WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 10:08:00)] was greater than the threshold (16.0).;Not immediate;3378
INC0402551;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:12.3167;Some;365
INC0402551;SOPRWSUS01:mon_SO_WIN_Processor load (1 min average) TRIGGERED EVENT: Processor load is too high on SOPRWSUS01 WITH VALUE:12.3167;Some;365
INC0402552;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;243
INC0402552;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;243
INC0402552;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;243
INC0402552;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;243
INC0402553;CFPLKBM031 TRIGGERED EVENT: CFPLKBM031.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;242
INC0402553;CFPLKBM031 TRIGGERED EVENT: CFPLKBM031.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;242
INC0402553;CFPLKBM031 TRIGGERED EVENT: CFPLKBM031.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;242
INC0402553;CFPLKBM031 TRIGGERED EVENT: CFPLKBM031.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;242
INC0402554;CFPLKBW032:mon_SO_UNIX_Free disk space on $1 (percentage) TRIGGERED EVENT: Free disk space is less than 15% on volume /var WITH VALUE:12.4605;Not immediate;107
INC0402555;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 11:34:00)] was greater than or equal to the threshold (16.0).;Not immediate;381729
INC0402555;DEV WARN Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [25.0 (16/04/21 11:34:00)] was greater than or equal to the threshold (16.0).;Not immediate;381729
INC0402556;DEV WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [5.1514145E7 (16/04/21 11:37:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;5497
INC0402556;DEV WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [5.1514145E7 (16/04/21 11:37:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;5497
INC0402557;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;244
INC0402557;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;244
INC0402557;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;244
INC0402557;CFPLKBM013 TRIGGERED EVENT: CFPLKBM013.cgcof.inet: mon_SO_UNIX_NODOFARMAVERIFICACIONBULK_SERVICES_CSGI;Some;244
INC0402558;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1499982E7 (16/04/21 11:46:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;381028
INC0402558;PRO WARN Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1499982E7 (16/04/21 11:46:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;381028
INC0402559;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.16873464E8 (16/04/21 11:49:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;381277
INC0402559;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.16873464E8 (16/04/21 11:49:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;381277
INC0402560;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7268580.0 (16/04/21 12:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;380235
INC0402560;Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [7268580.0 (16/04/21 12:06:00)] was greater than or equal to the threshold (7000000.0).;Not immediate;380235
INC0402561;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.40070678E8 (16/04/21 12:09:00)] was greater than or equal to the threshold (3.0E7).;Some;379958
INC0402561;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.40070678E8 (16/04/21 12:09:00)] was greater than or equal to the threshold (3.0E7).;Some;379958
INC0402561;PRO HIGH Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.40070678E8 (16/04/21 12:09:00)] was greater than or equal to the threshold (3.0E7).;Some;379958
INC0402562;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.40070678E8 (16/04/21 12:09:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;379691
INC0402562;PRO WARN Alert Type: NetworkIn. Threshold Crossed: 1 datapoint [1.40070678E8 (16/04/21 12:09:00)] was greater than or equal to the threshold (2.8E7).;Not immediate;379691
INC0402563;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1717675E7 (16/04/21 12:10:00)] was greater than or equal to the threshold (1.0E7).;Some;379897
INC0402563;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1717675E7 (16/04/21 12:10:00)] was greater than or equal to the threshold (1.0E7).;Some;379897
INC0402563;PRO HIGH Alert Type: NetworkOut. Threshold Crossed: 1 datapoint [1.1717675E7 (16/04/21 12:10:00)] was greater than or equal to the threshold (1.0E7).;Some;379897
INC0402564;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 12:19:00)] was greater than or equal to the threshold (16.0).;Not immediate;379422
INC0402564;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 12:19:00)] was greater than or equal to the threshold (16.0).;Not immediate;379422
INC0402565;Alert Type: EnvironmentHealth. Threshold Crossed: 1 datapoint [20.0 (16/04/21 12:19:00)] was greater than or equal to the threshold (20.0).;Not immediate;379402
